school_year,division_number,division_name,level,test_level,pass_count,total_count,pass_rate,test_year,grade,demographic,max_grade,years_from_end,cohort,division_use,region,division,mean_rate,direction,average,demographic_use,level_use
2016-2017,77,Pulaski County,Disadvan,Grade 6,109,172,63.37,2017,6,Socioeconomics,8,2,2019,pulaski_county,Region 7 – Southwest,Pulaski County,76.685,-1,74.83,socioeconomics,disadvan
2016-2017,122,Radford City,Other,Grade 6,57,59,96.61,2017,6,Socioeconomics,8,2,2019,radford_city,Region 7 – Southwest,Radford City,86.4,1,86.07,socioeconomics,other
2016-2017,122,Radford City,Disadvan,Grade 6,48,63,76.19,2017,6,Socioeconomics,8,2,2019,radford_city,Region 7 – Southwest,Radford City,86.4,-1,86.07,socioeconomics,disadvan
2016-2017,78,Rappahannock County,Other,Grade 6,28,35,80,2017,6,Socioeconomics,8,2,2019,rappahannock_county,Region 4 – Northern Virginia,Rappahannock County,76.84,1,77.78,socioeconomics,other
2016-2017,78,Rappahannock County,Disadvan,Grade 6,14,19,73.68,2017,6,Socioeconomics,8,2,2019,rappahannock_county,Region 4 – Northern Virginia,Rappahannock County,76.84,-1,77.78,socioeconomics,disadvan
2016-2017,123,Richmond City,Other,Grade 6,338,481,70.27,2017,6,Socioeconomics,8,2,2019,richmond_city,Region 1 – Central Virginia,Richmond City,53.709999999999994,1,47.45,socioeconomics,other
2016-2017,123,Richmond City,Disadvan,Grade 6,396,1066,37.15,2017,6,Socioeconomics,8,2,2019,richmond_city,Region 1 – Central Virginia,Richmond City,53.709999999999994,-1,47.45,socioeconomics,disadvan
2016-2017,79,Richmond County,Other,Grade 6,33,36,91.67,2017,6,Socioeconomics,8,2,2019,richmond_county,Region 3 – Northern Neck,Richmond County,84.92500000000001,1,83.52,socioeconomics,other
2016-2017,79,Richmond County,Disadvan,Grade 6,43,55,78.18,2017,6,Socioeconomics,8,2,2019,richmond_county,Region 3 – Northern Neck,Richmond County,84.92500000000001,-1,83.52,socioeconomics,disadvan
2016-2017,124,Roanoke City,Other,Grade 6,279,337,82.79,2017,6,Socioeconomics,8,2,2019,roanoke_city,Region 6 – Western Virginia,Roanoke City,74.275,1,72.48,socioeconomics,other
2016-2017,124,Roanoke City,Disadvan,Grade 6,340,517,65.76,2017,6,Socioeconomics,8,2,2019,roanoke_city,Region 6 – Western Virginia,Roanoke City,74.275,-1,72.48,socioeconomics,disadvan
2016-2017,80,Roanoke County,Other,Grade 6,653,740,88.24,2017,6,Socioeconomics,8,2,2019,roanoke_county,Region 6 – Western Virginia,Roanoke County,81.02,1,83.77,socioeconomics,other
2016-2017,80,Roanoke County,Disadvan,Grade 6,245,332,73.8,2017,6,Socioeconomics,8,2,2019,roanoke_county,Region 6 – Western Virginia,Roanoke County,81.02,-1,83.77,socioeconomics,disadvan
2016-2017,81,Rockbridge County,Other,Grade 6,83,98,84.69,2017,6,Socioeconomics,8,2,2019,rockbridge_county,Region 5 – Valley,Rockbridge County,73.345,1,73.23,socioeconomics,other
2016-2017,81,Rockbridge County,Disadvan,Grade 6,62,100,62,2017,6,Socioeconomics,8,2,2019,rockbridge_county,Region 5 – Valley,Rockbridge County,73.345,-1,73.23,socioeconomics,disadvan
2016-2017,82,Rockingham County,Other,Grade 6,424,493,86,2017,6,Socioeconomics,8,2,2019,rockingham_county,Region 5 – Valley,Rockingham County,78.445,1,79.76,socioeconomics,other
2016-2017,82,Rockingham County,Disadvan,Grade 6,246,347,70.89,2017,6,Socioeconomics,8,2,2019,rockingham_county,Region 5 – Valley,Rockingham County,78.445,-1,79.76,socioeconomics,disadvan
2016-2017,83,Russell County,Other,Grade 6,112,124,90.32,2017,6,Socioeconomics,8,2,2019,russell_county,Region 7 – Southwest,Russell County,84.91,1,84.21,socioeconomics,other
2016-2017,83,Russell County,Disadvan,Grade 6,128,161,79.5,2017,6,Socioeconomics,8,2,2019,russell_county,Region 7 – Southwest,Russell County,84.91,-1,84.21,socioeconomics,disadvan
2016-2017,139,Salem City,Other,Grade 6,168,190,88.42,2017,6,Socioeconomics,8,2,2019,salem_city,Region 6 – Western Virginia,Salem City,78.735,1,82.48,socioeconomics,other
2016-2017,139,Salem City,Disadvan,Grade 6,58,84,69.05,2017,6,Socioeconomics,8,2,2019,salem_city,Region 6 – Western Virginia,Salem City,78.735,-1,82.48,socioeconomics,disadvan
2016-2017,84,Scott County,Other,Grade 6,111,115,96.52,2017,6,Socioeconomics,8,2,2019,scott_county,Region 7 – Southwest,Scott County,90.705,1,90.16,socioeconomics,other
2016-2017,84,Scott County,Disadvan,Grade 6,118,139,84.89,2017,6,Socioeconomics,8,2,2019,scott_county,Region 7 – Southwest,Scott County,90.705,-1,90.16,socioeconomics,disadvan
2016-2017,85,Shenandoah County,Other,Grade 6,170,228,74.56,2017,6,Socioeconomics,8,2,2019,shenandoah_county,Region 4 – Northern Virginia,Shenandoah County,63.415000000000006,1,64.85,socioeconomics,other
2016-2017,85,Shenandoah County,Disadvan,Grade 6,92,176,52.27,2017,6,Socioeconomics,8,2,2019,shenandoah_county,Region 4 – Northern Virginia,Shenandoah County,63.415000000000006,-1,64.85,socioeconomics,disadvan
2016-2017,86,Smyth County,Other,Grade 6,118,142,83.1,2017,6,Socioeconomics,8,2,2019,smyth_county,Region 7 – Southwest,Smyth County,77.265,1,76.14,socioeconomics,other
2016-2017,86,Smyth County,Disadvan,Grade 6,150,210,71.43,2017,6,Socioeconomics,8,2,2019,smyth_county,Region 7 – Southwest,Smyth County,77.265,-1,76.14,socioeconomics,disadvan
2016-2017,87,Southampton County,Other,Grade 6,87,97,89.69,2017,6,Socioeconomics,8,2,2019,southampton_county,Region 2 – Tidewater,Southampton County,80.28999999999999,1,81.25,socioeconomics,other
2016-2017,87,Southampton County,Disadvan,Grade 6,56,79,70.89,2017,6,Socioeconomics,8,2,2019,southampton_county,Region 2 – Tidewater,Southampton County,80.28999999999999,-1,81.25,socioeconomics,disadvan
2016-2017,88,Spotsylvania County,Other,Grade 6,1009,1180,85.51,2017,6,Socioeconomics,8,2,2019,spotsylvania_county,Region 3 – Northern Neck,Spotsylvania County,72.99000000000001,1,76.75,socioeconomics,other
2016-2017,88,Spotsylvania County,Disadvan,Grade 6,384,635,60.47,2017,6,Socioeconomics,8,2,2019,spotsylvania_county,Region 3 – Northern Neck,Spotsylvania County,72.99000000000001,-1,76.75,socioeconomics,disadvan
2016-2017,89,Stafford County,Other,Grade 6,1235,1399,88.28,2017,6,Socioeconomics,8,2,2019,stafford_county,Region 3 – Northern Neck,Stafford County,79.11,1,82.39,socioeconomics,other
2016-2017,89,Stafford County,Disadvan,Grade 6,463,662,69.94,2017,6,Socioeconomics,8,2,2019,stafford_county,Region 3 – Northern Neck,Stafford County,79.11,-1,82.39,socioeconomics,disadvan
2016-2017,126,Staunton City,Other,Grade 6,71,93,76.34,2017,6,Socioeconomics,8,2,2019,staunton_city,Region 5 – Valley,Staunton City,65.16,1,64.08,socioeconomics,other
2016-2017,126,Staunton City,Disadvan,Grade 6,61,113,53.98,2017,6,Socioeconomics,8,2,2019,staunton_city,Region 5 – Valley,Staunton City,65.16,-1,64.08,socioeconomics,disadvan
2016-2017,127,Suffolk City,Other,Grade 6,451,534,84.46,2017,6,Socioeconomics,8,2,2019,suffolk_city,Region 2 – Tidewater,Suffolk City,71.38,1,72.38,socioeconomics,other
2016-2017,127,Suffolk City,Disadvan,Grade 6,267,458,58.3,2017,6,Socioeconomics,8,2,2019,suffolk_city,Region 2 – Tidewater,Suffolk City,71.38,-1,72.38,socioeconomics,disadvan
2016-2017,90,Surry County,Other,Grade 6,15,18,83.33,2017,6,Socioeconomics,8,2,2019,surry_county,Region 1 – Central Virginia,Surry County,78.505,1,76.79,socioeconomics,other
2016-2017,90,Surry County,Disadvan,Grade 6,28,38,73.68,2017,6,Socioeconomics,8,2,2019,surry_county,Region 1 – Central Virginia,Surry County,78.505,-1,76.79,socioeconomics,disadvan
2016-2017,91,Sussex County,Other,Grade 6,33,47,70.21,2017,6,Socioeconomics,8,2,2019,sussex_county,Region 1 – Central Virginia,Sussex County,71.645,-1,71.23,socioeconomics,other
2016-2017,91,Sussex County,Disadvan,Grade 6,19,26,73.08,2017,6,Socioeconomics,8,2,2019,sussex_county,Region 1 – Central Virginia,Sussex County,71.645,1,71.23,socioeconomics,disadvan
2016-2017,92,Tazewell County,Other,Grade 6,171,190,90,2017,6,Socioeconomics,8,2,2019,tazewell_county,Region 7 – Southwest,Tazewell County,80.35,1,78.92,socioeconomics,other
2016-2017,92,Tazewell County,Disadvan,Grade 6,181,256,70.7,2017,6,Socioeconomics,8,2,2019,tazewell_county,Region 7 – Southwest,Tazewell County,80.35,-1,78.92,socioeconomics,disadvan
2016-2017,128,Virginia Beach City,Other,Grade 6,2777,3048,91.11,2017,6,Socioeconomics,8,2,2019,virginia_beach_city,Region 2 – Tidewater,Virginia Beach City,83.35,1,84.78,socioeconomics,other
2016-2017,128,Virginia Beach City,Disadvan,Grade 6,1589,2102,75.59,2017,6,Socioeconomics,8,2,2019,virginia_beach_city,Region 2 – Tidewater,Virginia Beach City,83.35,-1,84.78,socioeconomics,disadvan
2016-2017,93,Warren County,Other,Grade 6,198,228,86.84,2017,6,Socioeconomics,8,2,2019,warren_county,Region 4 – Northern Virginia,Warren County,76.855,1,78.43,socioeconomics,other
2016-2017,93,Warren County,Disadvan,Grade 6,111,166,66.87,2017,6,Socioeconomics,8,2,2019,warren_county,Region 4 – Northern Virginia,Warren County,76.855,-1,78.43,socioeconomics,disadvan
2016-2017,94,Washington County,Other,Grade 6,173,187,92.51,2017,6,Socioeconomics,8,2,2019,washington_county,Region 7 – Southwest,Washington County,83.795,1,81.35,socioeconomics,other
2016-2017,94,Washington County,Disadvan,Grade 6,250,333,75.08,2017,6,Socioeconomics,8,2,2019,washington_county,Region 7 – Southwest,Washington County,83.795,-1,81.35,socioeconomics,disadvan
2016-2017,130,Waynesboro City,Other,Grade 6,82,98,83.67,2017,6,Socioeconomics,8,2,2019,waynesboro_city,Region 5 – Valley,Waynesboro City,69.375,1,68.06,socioeconomics,other
2016-2017,130,Waynesboro City,Disadvan,Grade 6,65,118,55.08,2017,6,Socioeconomics,8,2,2019,waynesboro_city,Region 5 – Valley,Waynesboro City,69.375,-1,68.06,socioeconomics,disadvan
2016-2017,207,West Point,Other,Grade 6,37,38,97.37,2017,6,Socioeconomics,8,2,2019,west_point,Region 3 – Northern Neck,West Point,90.35,1,94,socioeconomics,other
2016-2017,207,West Point,Disadvan,Grade 6,10,12,83.33,2017,6,Socioeconomics,8,2,2019,west_point,Region 3 – Northern Neck,West Point,90.35,-1,94,socioeconomics,disadvan
2016-2017,95,Westmoreland County,Other,Grade 6,22,26,84.62,2017,6,Socioeconomics,8,2,2019,westmoreland_county,Region 3 – Northern Neck,Westmoreland County,74.19500000000001,1,69.47,socioeconomics,other
2016-2017,95,Westmoreland County,Disadvan,Grade 6,44,69,63.77,2017,6,Socioeconomics,8,2,2019,westmoreland_county,Region 3 – Northern Neck,Westmoreland County,74.19500000000001,-1,69.47,socioeconomics,disadvan
2016-2017,131,Williamsburg-James City County,Other,Grade 6,502,571,87.92,2017,6,Socioeconomics,8,2,2019,williamsburg-james_city_county,Region 2 – Tidewater,Williamsburg-James City County,72.22,1,77.69,socioeconomics,other
2016-2017,131,Williamsburg-James City County,Disadvan,Grade 6,156,276,56.52,2017,6,Socioeconomics,8,2,2019,williamsburg-james_city_county,Region 2 – Tidewater,Williamsburg-James City County,72.22,-1,77.69,socioeconomics,disadvan
2016-2017,132,Winchester City,Other,Grade 6,102,118,86.44,2017,6,Socioeconomics,8,2,2019,winchester_city,Region 4 – Northern Virginia,Winchester City,72.32,1,69.06,socioeconomics,other
2016-2017,132,Winchester City,Disadvan,Grade 6,110,189,58.2,2017,6,Socioeconomics,8,2,2019,winchester_city,Region 4 – Northern Virginia,Winchester City,72.32,-1,69.06,socioeconomics,disadvan
2016-2017,96,Wise County,Other,Grade 6,172,183,93.99,2017,6,Socioeconomics,8,2,2019,wise_county,Region 7 – Southwest,Wise County,87.62,1,86.76,socioeconomics,other
2016-2017,96,Wise County,Disadvan,Grade 6,195,240,81.25,2017,6,Socioeconomics,8,2,2019,wise_county,Region 7 – Southwest,Wise County,87.62,-1,86.76,socioeconomics,disadvan
2016-2017,97,Wythe County,Other,Grade 6,158,179,88.27,2017,6,Socioeconomics,8,2,2019,wythe_county,Region 7 – Southwest,Wythe County,83.75,1,84.47,socioeconomics,other
2016-2017,97,Wythe County,Disadvan,Grade 6,103,130,79.23,2017,6,Socioeconomics,8,2,2019,wythe_county,Region 7 – Southwest,Wythe County,83.75,-1,84.47,socioeconomics,disadvan
2016-2017,98,York County,Other,Grade 6,707,786,89.95,2017,6,Socioeconomics,8,2,2019,york_county,Region 2 – Tidewater,York County,84.50999999999999,1,88,socioeconomics,other
2016-2017,98,York County,Disadvan,Grade 6,136,172,79.07,2017,6,Socioeconomics,8,2,2019,york_county,Region 2 – Tidewater,York County,84.50999999999999,-1,88,socioeconomics,disadvan
2017-2018,1,Accomack County,Other,Grade 7,109,124,87.9,2018,7,Socioeconomics,8,1,2019,accomack_county,Region 2 – Tidewater,Accomack County,76.72,1,72.63,socioeconomics,other
2017-2018,1,Accomack County,Disadvan,Grade 7,175,267,65.54,2018,7,Socioeconomics,8,1,2019,accomack_county,Region 2 – Tidewater,Accomack County,76.72,-1,72.63,socioeconomics,disadvan
2017-2018,2,Albemarle County,Other,Grade 7,636,709,89.7,2018,7,Socioeconomics,8,1,2019,albemarle_county,Region 5 – Valley,Albemarle County,75.565,1,81.44,socioeconomics,other
2017-2018,2,Albemarle County,Disadvan,Grade 7,180,293,61.43,2018,7,Socioeconomics,8,1,2019,albemarle_county,Region 5 – Valley,Albemarle County,75.565,-1,81.44,socioeconomics,disadvan
2017-2018,101,Alexandria City,Other,Grade 7,318,359,88.58,2018,7,Socioeconomics,8,1,2019,alexandria_city,Region 4 – Northern Virginia,Alexandria City,73.675,1,69.89,socioeconomics,other
2017-2018,101,Alexandria City,Disadvan,Grade 7,355,604,58.77,2018,7,Socioeconomics,8,1,2019,alexandria_city,Region 4 – Northern Virginia,Alexandria City,73.675,-1,69.89,socioeconomics,disadvan
2017-2018,3,Alleghany County,Other,Grade 7,83,101,82.18,2018,7,Socioeconomics,8,1,2019,alleghany_county,Region 6 – Western Virginia,Alleghany County,78.91,1,79.33,socioeconomics,other
2017-2018,3,Alleghany County,Disadvan,Grade 7,59,78,75.64,2018,7,Socioeconomics,8,1,2019,alleghany_county,Region 6 – Western Virginia,Alleghany County,78.91,-1,79.33,socioeconomics,disadvan
2017-2018,4,Amelia County,Other,Grade 7,61,72,84.72,2018,7,Socioeconomics,8,1,2019,amelia_county,Region 8 – Southside,Amelia County,75.08500000000001,1,76.38,socioeconomics,other
2017-2018,4,Amelia County,Disadvan,Grade 7,36,55,65.45,2018,7,Socioeconomics,8,1,2019,amelia_county,Region 8 – Southside,Amelia County,75.08500000000001,-1,76.38,socioeconomics,disadvan
2017-2018,5,Amherst County,Other,Grade 7,141,154,91.56,2018,7,Socioeconomics,8,1,2019,amherst_county,Region 5 – Valley,Amherst County,82.08,1,82.33,socioeconomics,other
2017-2018,5,Amherst County,Disadvan,Grade 7,106,146,72.6,2018,7,Socioeconomics,8,1,2019,amherst_county,Region 5 – Valley,Amherst County,82.08,-1,82.33,socioeconomics,disadvan
2017-2018,6,Appomattox County,Other,Grade 7,81,86,94.19,2018,7,Socioeconomics,8,1,2019,appomattox_county,Region 8 – Southside,Appomattox County,87.775,1,88.97,socioeconomics,other
2017-2018,6,Appomattox County,Disadvan,Grade 7,48,59,81.36,2018,7,Socioeconomics,8,1,2019,appomattox_county,Region 8 – Southside,Appomattox County,87.775,-1,88.97,socioeconomics,disadvan
2017-2018,7,Arlington County,Other,Grade 7,1301,1389,93.66,2018,7,Socioeconomics,8,1,2019,arlington_county,Region 4 – Northern Virginia,Arlington County,79.205,1,85.58,socioeconomics,other
2017-2018,7,Arlington County,Disadvan,Grade 7,349,539,64.75,2018,7,Socioeconomics,8,1,2019,arlington_county,Region 4 – Northern Virginia,Arlington County,79.205,-1,85.58,socioeconomics,disadvan
2017-2018,8,Augusta County,Other,Grade 7,433,479,90.4,2018,7,Socioeconomics,8,1,2019,augusta_county,Region 5 – Valley,Augusta County,80.185,1,82.32,socioeconomics,other
2017-2018,8,Augusta County,Disadvan,Grade 7,219,313,69.97,2018,7,Socioeconomics,8,1,2019,augusta_county,Region 5 – Valley,Augusta County,80.185,-1,82.32,socioeconomics,disadvan
2017-2018,9,Bath County,Other,Grade 7,13,16,81.25,2018,7,Socioeconomics,8,1,2019,bath_county,Region 5 – Valley,Bath County,74.715,1,73.68,socioeconomics,other
2017-2018,9,Bath County,Disadvan,Grade 7,15,22,68.18,2018,7,Socioeconomics,8,1,2019,bath_county,Region 5 – Valley,Bath County,74.715,-1,73.68,socioeconomics,disadvan
2017-2018,10,Bedford County,Other,Grade 7,354,406,87.19,2018,7,Socioeconomics,8,1,2019,bedford_county,Region 5 – Valley,Bedford County,77.095,1,78.56,socioeconomics,other
2017-2018,10,Bedford County,Disadvan,Grade 7,203,303,67,2018,7,Socioeconomics,8,1,2019,bedford_county,Region 5 – Valley,Bedford County,77.095,-1,78.56,socioeconomics,disadvan
2017-2018,11,Bland County,Other,Grade 7,32,35,91.43,2018,7,Socioeconomics,8,1,2019,bland_county,Region 7 – Southwest,Bland County,87.65,1,87.88,socioeconomics,other
2017-2018,11,Bland County,Disadvan,Grade 7,26,31,83.87,2018,7,Socioeconomics,8,1,2019,bland_county,Region 7 – Southwest,Bland County,87.65,-1,87.88,socioeconomics,disadvan
2017-2018,12,Botetourt County,Other,Grade 7,232,257,90.27,2018,7,Socioeconomics,8,1,2019,botetourt_county,Region 6 – Western Virginia,Botetourt County,82.39,1,85.79,socioeconomics,other
2017-2018,12,Botetourt County,Disadvan,Grade 7,76,102,74.51,2018,7,Socioeconomics,8,1,2019,botetourt_county,Region 6 – Western Virginia,Botetourt County,82.39,-1,85.79,socioeconomics,disadvan
2017-2018,102,Bristol City,Other,Grade 7,68,80,85,2018,7,Socioeconomics,8,1,2019,bristol_city,Region 7 – Southwest,Bristol City,73.225,1,73.01,socioeconomics,other
2017-2018,102,Bristol City,Disadvan,Grade 7,51,83,61.45,2018,7,Socioeconomics,8,1,2019,bristol_city,Region 7 – Southwest,Bristol City,73.225,-1,73.01,socioeconomics,disadvan
2017-2018,13,Brunswick County,Other,Grade 7,41,51,80.39,2018,7,Socioeconomics,8,1,2019,brunswick_county,Region 8 – Southside,Brunswick County,75.35,1,74.78,socioeconomics,other
2017-2018,13,Brunswick County,Disadvan,Grade 7,45,64,70.31,2018,7,Socioeconomics,8,1,2019,brunswick_county,Region 8 – Southside,Brunswick County,75.35,-1,74.78,socioeconomics,disadvan
2017-2018,14,Buchanan County,Other,Grade 7,48,64,75,2018,7,Socioeconomics,8,1,2019,buchanan_county,Region 7 – Southwest,Buchanan County,78.41,-1,79.59,socioeconomics,other
2017-2018,14,Buchanan County,Disadvan,Grade 7,108,132,81.82,2018,7,Socioeconomics,8,1,2019,buchanan_county,Region 7 – Southwest,Buchanan County,78.41,1,79.59,socioeconomics,disadvan
2017-2018,15,Buckingham County,Other,Grade 7,42,46,91.3,2018,7,Socioeconomics,8,1,2019,buckingham_county,Region 8 – Southside,Buckingham County,83.63,1,80.67,socioeconomics,other
2017-2018,15,Buckingham County,Disadvan,Grade 7,79,104,75.96,2018,7,Socioeconomics,8,1,2019,buckingham_county,Region 8 – Southside,Buckingham County,83.63,-1,80.67,socioeconomics,disadvan
2017-2018,103,Buena Vista City,Other,Grade 7,22,28,78.57,2018,7,Socioeconomics,8,1,2019,buena_vista_city,Region 5 – Valley,Buena Vista City,68.00999999999999,1,65.33,socioeconomics,other
2017-2018,103,Buena Vista City,Disadvan,Grade 7,27,47,57.45,2018,7,Socioeconomics,8,1,2019,buena_vista_city,Region 5 – Valley,Buena Vista City,68.00999999999999,-1,65.33,socioeconomics,disadvan
2017-2018,16,Campbell County,Other,Grade 7,276,304,90.79,2018,7,Socioeconomics,8,1,2019,campbell_county,Region 5 – Valley,Campbell County,83.30000000000001,1,84.06,socioeconomics,other
2017-2018,16,Campbell County,Disadvan,Grade 7,188,248,75.81,2018,7,Socioeconomics,8,1,2019,campbell_county,Region 5 – Valley,Campbell County,83.30000000000001,-1,84.06,socioeconomics,disadvan
2017-2018,17,Caroline County,Other,Grade 7,128,153,83.66,2018,7,Socioeconomics,8,1,2019,caroline_county,Region 3 – Northern Neck,Caroline County,73.325,1,73.29,socioeconomics,other
