school_year,division_number,division_name,level,test_level,pass_count,total_count,pass_rate,test_year,grade,demographic,max_grade,years_from_end,cohort,division_use,region,division,mean_rate,direction,min_rate,average,filter_out,demographic_use,level_use
2017-2018,107,Covington City,White,Grade 7,39,50,78,2018,7,Ethnicity,8,1,2019,covington_city,Region 6 – Western Virginia,Covington City,NA,-1,78,73.85,0,ethnicity,white
2017-2018,23,Craig County,White,Grade 7,33,41,80.49,2018,7,Ethnicity,8,1,2019,craig_county,Region 6 – Western Virginia,Craig County,80.49,1,80.49,80.49,0,ethnicity,white
2017-2018,24,Culpeper County,White,Grade 7,265,294,90.14,2018,7,Ethnicity,8,1,2019,culpeper_county,Region 4 – Northern Virginia,Culpeper County,82.47,1,74.8,84.25,0,ethnicity,white
2017-2018,25,Cumberland County,White,Grade 7,47,57,82.46,2018,7,Ethnicity,8,1,2019,cumberland_county,Region 8 – Southside,Cumberland County,NA,-1,82.46,81.63,0,ethnicity,white
2017-2018,108,Danville City,White,Grade 7,48,68,70.59,2018,7,Ethnicity,8,1,2019,danville_city,Region 6 – Western Virginia,Danville City,70.59,1,70.59,70.59,0,ethnicity,white
2017-2018,26,Dickenson County,White,Grade 7,109,142,76.76,2018,7,Ethnicity,8,1,2019,dickenson_county,Region 7 – Southwest,Dickenson County,76.76,1,76.76,77.4,0,ethnicity,white
2017-2018,27,Dinwiddie County,White,Grade 7,137,162,84.57,2018,7,Ethnicity,8,1,2019,dinwiddie_county,Region 1 – Central Virginia,Dinwiddie County,77.58,1,70.59,79.47,0,ethnicity,white
2017-2018,28,Essex County,White,Grade 7,34,41,82.93,2018,7,Ethnicity,8,1,2019,essex_county,Region 3 – Northern Neck,Essex County,NA,-1,82.93,73.39,0,ethnicity,white
2017-2018,29,Fairfax County,White,Grade 7,5069,5385,94.13,2018,7,Ethnicity,8,1,2019,fairfax_county,Region 4 – Northern Virginia,Fairfax County,80.02,1,65.91,85.19,0,ethnicity,white
2017-2018,109,Falls Church City,White,Grade 7,112,120,93.33,2018,7,Ethnicity,8,1,2019,falls_church_city,Region 4 – Northern Virginia,Falls Church City,89.52,1,85.71,91.49,0,ethnicity,white
2017-2018,30,Fauquier County,White,Grade 7,491,579,84.8,2018,7,Ethnicity,8,1,2019,fauquier_county,Region 4 – Northern Virginia,Fauquier County,80.28,1,75.76,81.59,0,ethnicity,white
2017-2018,31,Floyd County,White,Grade 7,118,136,86.76,2018,7,Ethnicity,8,1,2019,floyd_county,Region 6 – Western Virginia,Floyd County,NA,-1,86.76,85.44,0,ethnicity,white
2017-2018,32,Fluvanna County,White,Grade 7,173,205,84.39,2018,7,Ethnicity,8,1,2019,fluvanna_county,Region 5 – Valley,Fluvanna County,72.75,1,61.11,79.44,0,ethnicity,white
2017-2018,33,Franklin County,White,Grade 7,345,400,86.25,2018,7,Ethnicity,8,1,2019,franklin_county,Region 6 – Western Virginia,Franklin County,85.22999999999999,1,84.21,85.22999999999999,0,ethnicity,white
2017-2018,34,Frederick County,White,Grade 7,608,737,82.5,2018,7,Ethnicity,8,1,2019,frederick_county,Region 4 – Northern Virginia,Frederick County,74.96000000000001,1,67.42,79.05,0,ethnicity,white
2017-2018,110,Fredericksburg City,White,Grade 7,63,80,78.75,2018,7,Ethnicity,8,1,2019,fredericksburg_city,Region 3 – Northern Neck,Fredericksburg City,71.195,1,63.64,68.51,0,ethnicity,white
2017-2018,111,Galax City,White,Grade 7,51,57,89.47,2018,7,Ethnicity,8,1,2019,galax_city,Region 7 – Southwest,Galax City,83.625,1,77.78,85.71,0,ethnicity,white
2017-2018,35,Giles County,White,Grade 7,128,161,79.5,2018,7,Ethnicity,8,1,2019,giles_county,Region 7 – Southwest,Giles County,NA,-1,79.5,79.17,0,ethnicity,white
2017-2018,36,Gloucester County,White,Grade 7,242,297,81.48,2018,7,Ethnicity,8,1,2019,gloucester_county,Region 3 – Northern Neck,Gloucester County,73.24000000000001,1,65,79.3,0,ethnicity,white
2017-2018,37,Goochland County,White,Grade 7,140,150,93.33,2018,7,Ethnicity,8,1,2019,goochland_county,Region 1 – Central Virginia,Goochland County,81.66499999999999,1,70,87.13,0,ethnicity,white
2017-2018,38,Grayson County,White,Grade 7,84,109,77.06,2018,7,Ethnicity,8,1,2019,grayson_county,Region 7 – Southwest,Grayson County,NA,-1,77.06,76.27,0,ethnicity,white
2017-2018,39,Greene County,White,Grade 7,129,175,73.71,2018,7,Ethnicity,8,1,2019,greene_county,Region 5 – Valley,Greene County,73.88999999999999,-1,73.71,73.88999999999999,0,ethnicity,white
2017-2018,40,Greensville County,White,Grade 7,22,27,81.48,2018,7,Ethnicity,8,1,2019,greensville_county,Region 8 – Southside,Greensville County,NA,-1,81.48,70.63,0,ethnicity,white
2017-2018,41,Halifax County,White,Grade 7,152,185,82.16,2018,7,Ethnicity,8,1,2019,halifax_county,Region 8 – Southside,Halifax County,NA,-1,82.16,75.14,0,ethnicity,white
2017-2018,112,Hampton City,White,Grade 7,297,336,88.39,2018,7,Ethnicity,8,1,2019,hampton_city,Region 2 – Tidewater,Hampton City,85.22,1,82.05,85.22,0,ethnicity,white
2017-2018,42,Hanover County,White,Grade 7,986,1111,88.75,2018,7,Ethnicity,8,1,2019,hanover_county,Region 1 – Central Virginia,Hanover County,81.675,1,74.6,86.32,0,ethnicity,white
2017-2018,113,Harrisonburg City,White,Grade 7,121,155,78.06,2018,7,Ethnicity,8,1,2019,harrisonburg_city,Region 5 – Valley,Harrisonburg City,69.03,1,60,67.94,0,ethnicity,white
2017-2018,43,Henrico County,White,Grade 7,1379,1573,87.67,2018,7,Ethnicity,8,1,2019,henrico_county,Region 1 – Central Virginia,Henrico County,76.36500000000001,1,65.06,76.96,0,ethnicity,white
2017-2018,44,Henry County,White,Grade 7,246,295,83.39,2018,7,Ethnicity,8,1,2019,henry_county,Region 6 – Western Virginia,Henry County,80.775,1,78.16,79.66,0,ethnicity,white
2017-2018,45,Highland County,White,Grade 7,13,14,92.86,2018,7,Ethnicity,8,1,2019,highland_county,Region 5 – Valley,Highland County,92.86,1,92.86,93.33,0,ethnicity,white
2017-2018,114,Hopewell City,White,Grade 7,50,67,74.63,2018,7,Ethnicity,8,1,2019,hopewell_city,Region 1 – Central Virginia,Hopewell City,78.38499999999999,-1,74.63,78.38499999999999,0,ethnicity,white
2017-2018,46,Isle of Wight County,White,Grade 7,243,273,89.01,2018,7,Ethnicity,8,1,2019,isle_of_wight_county,Region 2 – Tidewater,Isle of Wight County,91.17,-1,89.01,91.17,0,ethnicity,white
2017-2018,48,King George County,White,Grade 7,199,224,88.84,2018,7,Ethnicity,8,1,2019,king_george_county,Region 3 – Northern Neck,King George County,87.755,1,86.67,87.755,0,ethnicity,white
2017-2018,50,King William County,White,Grade 7,94,142,66.2,2018,7,Ethnicity,8,1,2019,king_william_county,Region 3 – Northern Neck,King William County,NA,-1,66.2,63.54,0,ethnicity,white
2017-2018,49,King and Queen County,White,Grade 7,24,26,92.31,2018,7,Ethnicity,8,1,2019,king_and_queen_county,Region 3 – Northern Neck,King and Queen County,NA,-1,92.31,84.31,0,ethnicity,white
2017-2018,51,Lancaster County,White,Grade 7,27,30,90,2018,7,Ethnicity,8,1,2019,lancaster_county,Region 3 – Northern Neck,Lancaster County,NA,-1,90,70,0,ethnicity,white
2017-2018,52,Lee County,White,Grade 7,172,217,79.26,2018,7,Ethnicity,8,1,2019,lee_county,Region 7 – Southwest,Lee County,NA,-1,79.26,79.11,0,ethnicity,white
2017-2018,137,Lexington City,White,Grade 7,48,53,90.57,2018,7,Ethnicity,8,1,2019,lexington_city,Region 5 – Valley,Lexington City,NA,-1,90.57,86.57,0,ethnicity,white
2017-2018,53,Loudoun County,White,Grade 7,2819,3055,92.27,2018,7,Ethnicity,8,1,2019,loudoun_county,Region 4 – Northern Virginia,Loudoun County,81.61,1,70.95,88.69,0,ethnicity,white
2017-2018,54,Louisa County,White,Grade 7,223,271,82.29,2018,7,Ethnicity,8,1,2019,louisa_county,Region 5 – Valley,Louisa County,80.62,1,78.95,80.62,0,ethnicity,white
2017-2018,55,Lunenburg County,White,Grade 7,54,66,81.82,2018,7,Ethnicity,8,1,2019,lunenburg_county,Region 8 – Southside,Lunenburg County,74.245,1,66.67,69.77,0,ethnicity,white
2017-2018,115,Lynchburg City,White,Grade 7,192,226,84.96,2018,7,Ethnicity,8,1,2019,lynchburg_city,Region 5 – Valley,Lynchburg City,75.24,1,65.52,69.27,0,ethnicity,white
2017-2018,56,Madison County,White,Grade 7,91,126,72.22,2018,7,Ethnicity,8,1,2019,madison_county,Region 4 – Northern Virginia,Madison County,NA,-1,72.22,70.75,0,ethnicity,white
2017-2018,143,Manassas City,White,Grade 7,80,86,93.02,2018,7,Ethnicity,8,1,2019,manassas_city,Region 4 – Northern Virginia,Manassas City,78.895,1,64.77,71.14,0,ethnicity,white
2017-2018,144,Manassas Park City,White,Grade 7,29,34,85.29,2018,7,Ethnicity,8,1,2019,manassas_park_city,Region 4 – Northern Virginia,Manassas Park City,78.77000000000001,1,72.25,74.05,0,ethnicity,white
2017-2018,116,Martinsville City,White,Grade 7,24,28,85.71,2018,7,Ethnicity,8,1,2019,martinsville_city,Region 6 – Western Virginia,Martinsville City,78.965,1,72.22,78.965,0,ethnicity,white
2017-2018,57,Mathews County,White,Grade 7,58,76,76.32,2018,7,Ethnicity,8,1,2019,mathews_county,Region 3 – Northern Neck,Mathews County,NA,-1,76.32,77.65,0,ethnicity,white
2017-2018,58,Mecklenburg County,White,Grade 7,147,165,89.09,2018,7,Ethnicity,8,1,2019,mecklenburg_county,Region 8 – Southside,Mecklenburg County,NA,-1,89.09,80.25,0,ethnicity,white
2017-2018,59,Middlesex County,White,Grade 7,62,72,86.11,2018,7,Ethnicity,8,1,2019,middlesex_county,Region 3 – Northern Neck,Middlesex County,NA,-1,86.11,85.71,0,ethnicity,white
2017-2018,60,Montgomery County,White,Grade 7,499,599,83.31,2018,7,Ethnicity,8,1,2019,montgomery_county,Region 6 – Western Virginia,Montgomery County,65.73,1,48.15,81.71,0,ethnicity,white
2017-2018,62,Nelson County,White,Grade 7,69,98,70.41,2018,7,Ethnicity,8,1,2019,nelson_county,Region 5 – Valley,Nelson County,NA,-1,70.41,68.18,0,ethnicity,white
2017-2018,63,New Kent County,White,Grade 7,165,190,86.84,2018,7,Ethnicity,8,1,2019,new_kent_county,Region 1 – Central Virginia,New Kent County,84.045,1,81.25,81.27,0,ethnicity,white
2017-2018,117,Newport News City,White,Grade 7,350,429,81.59,2018,7,Ethnicity,8,1,2019,newport_news_city,Region 2 – Tidewater,Newport News City,72.72,1,63.85,67.72,0,ethnicity,white
2017-2018,118,Norfolk City,White,Grade 7,368,419,87.83,2018,7,Ethnicity,8,1,2019,norfolk_city,Region 2 – Tidewater,Norfolk City,78.62,1,69.41,69.77,0,ethnicity,white
2017-2018,65,Northampton County,White,Grade 7,29,30,96.67,2018,7,Ethnicity,8,1,2019,northampton_county,Region 2 – Tidewater,Northampton County,85.43,1,74.19,74.77,0,ethnicity,white
2017-2018,66,Northumberland County,White,Grade 7,41,44,93.18,2018,7,Ethnicity,8,1,2019,northumberland_county,Region 3 – Northern Neck,Northumberland County,NA,-1,93.18,81.55,0,ethnicity,white
2017-2018,119,Norton City,White,Grade 7,45,53,84.91,2018,7,Ethnicity,8,1,2019,norton_city,Region 7 – Southwest,Norton City,NA,-1,84.91,80.65,0,ethnicity,white
2017-2018,67,Nottoway County,White,Grade 7,57,68,83.82,2018,7,Ethnicity,8,1,2019,nottoway_county,Region 8 – Southside,Nottoway County,NA,-1,83.82,74.15,0,ethnicity,white
2017-2018,68,Orange County,White,Grade 7,204,241,84.65,2018,7,Ethnicity,8,1,2019,orange_county,Region 4 – Northern Virginia,Orange County,87.155,-1,84.65,87.155,0,ethnicity,white
2017-2018,69,Page County,White,Grade 7,180,230,78.26,2018,7,Ethnicity,8,1,2019,page_county,Region 4 – Northern Virginia,Page County,NA,-1,78.26,77.78,0,ethnicity,white
2017-2018,70,Patrick County,White,Grade 7,128,149,85.91,2018,7,Ethnicity,8,1,2019,patrick_county,Region 6 – Western Virginia,Patrick County,NA,-1,85.91,81.46,0,ethnicity,white
2017-2018,71,Pittsylvania County,White,Grade 7,401,466,86.05,2018,7,Ethnicity,8,1,2019,pittsylvania_county,Region 6 – Western Virginia,Pittsylvania County,86.775,-1,86.05,86.775,0,ethnicity,white
2017-2018,142,Poquoson City,White,Grade 7,144,166,86.75,2018,7,Ethnicity,8,1,2019,poquoson_city,Region 2 – Tidewater,Poquoson City,NA,-1,86.75,87.36,0,ethnicity,white
2017-2018,121,Portsmouth City,White,Grade 7,121,146,82.88,2018,7,Ethnicity,8,1,2019,portsmouth_city,Region 2 – Tidewater,Portsmouth City,83.94,-1,82.88,83.94,0,ethnicity,white
2017-2018,72,Powhatan County,White,Grade 7,228,284,80.28,2018,7,Ethnicity,8,1,2019,powhatan_county,Region 1 – Central Virginia,Powhatan County,85.975,-1,80.28,85.975,0,ethnicity,white
2017-2018,73,Prince Edward County,White,Grade 7,45,51,88.24,2018,7,Ethnicity,8,1,2019,prince_edward_county,Region 8 – Southside,Prince Edward County,NA,-1,88.24,75.17,0,ethnicity,white
2017-2018,74,Prince George County,White,Grade 7,177,207,85.51,2018,7,Ethnicity,8,1,2019,prince_george_county,Region 1 – Central Virginia,Prince George County,82.935,1,80.36,82.5,0,ethnicity,white
2017-2018,75,Prince William County,White,Grade 7,1800,1989,90.5,2018,7,Ethnicity,8,1,2019,prince_william_county,Region 4 – Northern Virginia,Prince William County,80.5,1,70.5,80.35,0,ethnicity,white
2017-2018,77,Pulaski County,White,Grade 7,212,268,79.1,2018,7,Ethnicity,8,1,2019,pulaski_county,Region 7 – Southwest,Pulaski County,NA,-1,79.1,77.89,0,ethnicity,white
2017-2018,122,Radford City,White,Grade 7,85,93,91.4,2018,7,Ethnicity,8,1,2019,radford_city,Region 7 – Southwest,Radford City,NA,-1,91.4,86.05,0,ethnicity,white
2017-2018,78,Rappahannock County,White,Grade 7,40,43,93.02,2018,7,Ethnicity,8,1,2019,rappahannock_county,Region 4 – Northern Virginia,Rappahannock County,NA,-1,93.02,84.91,0,ethnicity,white
2017-2018,123,Richmond City,White,Grade 7,201,223,90.13,2018,7,Ethnicity,8,1,2019,richmond_city,Region 1 – Central Virginia,Richmond City,69.58,1,49.03,56.52,0,ethnicity,white
2017-2018,79,Richmond County,White,Grade 7,48,52,92.31,2018,7,Ethnicity,8,1,2019,richmond_county,Region 3 – Northern Neck,Richmond County,87.065,1,81.82,85.11,0,ethnicity,white
2017-2018,124,Roanoke City,White,Grade 7,261,317,82.33,2018,7,Ethnicity,8,1,2019,roanoke_city,Region 6 – Western Virginia,Roanoke City,78.66499999999999,1,75,78.66499999999999,0,ethnicity,white
2017-2018,80,Roanoke County,White,Grade 7,774,883,87.66,2018,7,Ethnicity,8,1,2019,roanoke_county,Region 6 – Western Virginia,Roanoke County,81.33,1,75,85.69,0,ethnicity,white
2017-2018,81,Rockbridge County,White,Grade 7,150,181,82.87,2018,7,Ethnicity,8,1,2019,rockbridge_county,Region 5 – Valley,Rockbridge County,NA,-1,82.87,80.29,0,ethnicity,white
2017-2018,82,Rockingham County,White,Grade 7,540,657,82.19,2018,7,Ethnicity,8,1,2019,rockingham_county,Region 5 – Valley,Rockingham County,79.715,1,77.24,81.01,0,ethnicity,white
2017-2018,83,Russell County,White,Grade 7,245,282,86.88,2018,7,Ethnicity,8,1,2019,russell_county,Region 7 – Southwest,Russell County,NA,-1,86.88,86.99,0,ethnicity,white
2017-2018,139,Salem City,White,Grade 7,199,236,84.32,2018,7,Ethnicity,8,1,2019,salem_city,Region 6 – Western Virginia,Salem City,73.41,1,62.5,80.26,0,ethnicity,white
2017-2018,84,Scott County,White,Grade 7,210,237,88.61,2018,7,Ethnicity,8,1,2019,scott_county,Region 7 – Southwest,Scott County,NA,-1,88.61,88.57,0,ethnicity,white
2017-2018,85,Shenandoah County,White,Grade 7,255,337,75.67,2018,7,Ethnicity,8,1,2019,shenandoah_county,Region 4 – Northern Virginia,Shenandoah County,68.39,1,61.11,73.1,0,ethnicity,white
2017-2018,86,Smyth County,White,Grade 7,281,340,82.65,2018,7,Ethnicity,8,1,2019,smyth_county,Region 7 – Southwest,Smyth County,NA,-1,82.65,82.82,0,ethnicity,white
2017-2018,87,Southampton County,White,Grade 7,100,108,92.59,2018,7,Ethnicity,8,1,2019,southampton_county,Region 2 – Tidewater,Southampton County,NA,-1,92.59,87.89,0,ethnicity,white
2017-2018,88,Spotsylvania County,White,Grade 7,872,1054,82.73,2018,7,Ethnicity,8,1,2019,spotsylvania_county,Region 3 – Northern Neck,Spotsylvania County,78.86500000000001,1,75,78.76,0,ethnicity,white
2017-2018,89,Stafford County,White,Grade 7,961,1069,89.9,2018,7,Ethnicity,8,1,2019,stafford_county,Region 3 – Northern Neck,Stafford County,82.185,1,74.47,83.96,0,ethnicity,white
2017-2018,126,Staunton City,White,Grade 7,103,134,76.87,2018,7,Ethnicity,8,1,2019,staunton_city,Region 5 – Valley,Staunton City,77.72,-1,76.87,77.72,0,ethnicity,white
2017-2018,127,Suffolk City,White,Grade 7,264,296,89.19,2018,7,Ethnicity,8,1,2019,suffolk_city,Region 2 – Tidewater,Suffolk City,88.56,1,87.93,88.56,0,ethnicity,white
2017-2018,90,Surry County,White,Grade 7,19,24,79.17,2018,7,Ethnicity,8,1,2019,surry_county,Region 1 – Central Virginia,Surry County,NA,-1,79.17,81.03,0,ethnicity,white
2017-2018,91,Sussex County,White,Grade 7,16,20,80,2018,7,Ethnicity,8,1,2019,sussex_county,Region 1 – Central Virginia,Sussex County,NA,-1,80,74.67,0,ethnicity,white
2017-2018,92,Tazewell County,White,Grade 7,343,410,83.66,2018,7,Ethnicity,8,1,2019,tazewell_county,Region 7 – Southwest,Tazewell County,NA,-1,83.66,83.33,0,ethnicity,white
2017-2018,128,Virginia Beach City,White,Grade 7,2302,2494,92.3,2018,7,Ethnicity,8,1,2019,virginia_beach_city,Region 2 – Tidewater,Virginia Beach City,88.995,1,85.69,87.58,0,ethnicity,white
2017-2018,93,Warren County,White,Grade 7,258,323,79.88,2018,7,Ethnicity,8,1,2019,warren_county,Region 4 – Northern Virginia,Warren County,77.44,1,75,78.71,0,ethnicity,white
2017-2018,94,Washington County,White,Grade 7,418,499,83.77,2018,7,Ethnicity,8,1,2019,washington_county,Region 7 – Southwest,Washington County,NA,-1,83.77,83.52,0,ethnicity,white
2017-2018,130,Waynesboro City,White,Grade 7,93,121,76.86,2018,7,Ethnicity,8,1,2019,waynesboro_city,Region 5 – Valley,Waynesboro City,73.43,1,70,72.6,0,ethnicity,white
2017-2018,207,West Point,White,Grade 7,38,40,95,2018,7,Ethnicity,8,1,2019,west_point,Region 3 – Northern Neck,West Point,NA,-1,95,94.44,0,ethnicity,white
2017-2018,95,Westmoreland County,White,Grade 7,29,37,78.38,2018,7,Ethnicity,8,1,2019,westmoreland_county,Region 3 – Northern Neck,Westmoreland County,75.72999999999999,1,73.08,73.27,0,ethnicity,white
2017-2018,131,Williamsburg-James City County,White,Grade 7,451,511,88.26,2018,7,Ethnicity,8,1,2019,williamsburg-james_city_county,Region 2 – Tidewater,Williamsburg-James City County,78.7,1,69.14,81.41,0,ethnicity,white
2017-2018,132,Winchester City,White,Grade 7,121,144,84.03,2018,7,Ethnicity,8,1,2019,winchester_city,Region 4 – Northern Virginia,Winchester City,76.08,1,68.13,75.08,0,ethnicity,white
2017-2018,96,Wise County,White,Grade 7,352,396,88.89,2018,7,Ethnicity,8,1,2019,wise_county,Region 7 – Southwest,Wise County,NA,-1,88.89,88.33,0,ethnicity,white
2017-2018,97,Wythe County,White,Grade 7,256,286,89.51,2018,7,Ethnicity,8,1,2019,wythe_county,Region 7 – Southwest,Wythe County,NA,-1,89.51,88.5,0,ethnicity,white
2017-2018,98,York County,White,Grade 7,574,627,91.55,2018,7,Ethnicity,8,1,2019,york_county,Region 2 – Tidewater,York County,87.93,1,84.31,89.4,0,ethnicity,white
2018-2019,1,Accomack County,White,Grade 8,125,153,81.7,2019,8,Ethnicity,8,0,2019,accomack_county,Region 2 – Tidewater,Accomack County,77.35,1,73,77.35,0,ethnicity,white
2018-2019,2,Albemarle County,White,Grade 8,578,679,85.13,2019,8,Ethnicity,8,0,2019,albemarle_county,Region 5 – Valley,Albemarle County,72.565,1,60,79.15,0,ethnicity,white
2018-2019,101,Alexandria City,White,Grade 8,228,261,87.36,2019,8,Ethnicity,8,0,2019,alexandria_city,Region 4 – Northern Virginia,Alexandria City,69.16499999999999,1,50.97,66.35,0,ethnicity,white
2018-2019,3,Alleghany County,White,Grade 8,100,142,70.42,2019,8,Ethnicity,8,0,2019,alleghany_county,Region 6 – Western Virginia,Alleghany County,NA,-1,70.42,66.46,0,ethnicity,white
2018-2019,4,Amelia County,White,Grade 8,76,93,81.72,2019,8,Ethnicity,8,0,2019,amelia_county,Region 8 – Southside,Amelia County,NA,-1,81.72,73.85,0,ethnicity,white
2018-2019,5,Amherst County,White,Grade 8,177,214,82.71,2019,8,Ethnicity,8,0,2019,amherst_county,Region 5 – Valley,Amherst County,81.35499999999999,1,80,81.35499999999999,0,ethnicity,white
2018-2019,6,Appomattox County,White,Grade 8,79,97,81.44,2019,8,Ethnicity,8,0,2019,appomattox_county,Region 8 – Southside,Appomattox County,NA,-1,81.44,77.03,0,ethnicity,white
2018-2019,7,Arlington County,White,Grade 8,926,989,93.63,2019,8,Ethnicity,8,0,2019,arlington_county,Region 4 – Northern Virginia,Arlington County,80.465,1,67.3,83.89,0,ethnicity,white
2018-2019,8,Augusta County,White,Grade 8,570,713,79.94,2019,8,Ethnicity,8,0,2019,augusta_county,Region 5 – Valley,Augusta County,76.63499999999999,1,73.33,78.84,0,ethnicity,white
2018-2019,9,Bath County,White,Grade 8,29,36,80.56,2019,8,Ethnicity,8,0,2019,bath_county,Region 5 – Valley,Bath County,80.56,1,80.56,80.56,0,ethnicity,white
